"","metapop.initab","Gen.Abar","Gen.Mu1","Gen.Tgen","EigenVal","dd.type","Rmax","GrowthRt","fec.stdev.avg","surv.stdev.avg","stdev.avg","fec.cv.avg","surv.cv.avg","cv.avg","N.maxVmin.10","N.plusVmin.SD","N.CV.10","St.First.Rep","St.First.Rep.Name","ext.risk","threshold","prob.thresh.maxt","med.time.cross","prob.50","prob.250","prob.1000","prob.Thr.50","exp.min.n","sderr.ema","n.mean","n.stdev","metapop.chng","occ.maxt","occ.stdev.maxt","quant.05","quant.25","quant.50","quant.75","quant.95","harv.avg","harv.stdev","harv.min","harv.max","use.disp.dist.func","avg.disp.dist.b","max.disp.dist.Dmax","mean.t0.disp.rate","loquart.t0.disp.rate","hiquart.t0.disp.rate","mean.t0.Ngt0.disp.rate","loquart.t0.Ngt0.disp.rate","hiquart.t0.Ngt0.disp.rate","mean.t0.nearest.disp.rate","loquart.t0.nearest.disp.rate","hiquart.t0.nearest.disp.rate","mean.t0.Ngt0.nearest.disp.rate","loquart.t0.Ngt0.nearest.disp.rate","hiquart.t0.Ngt0.nearest.disp.rate","use.corr.dist.func","avg.corr.dist.b","kch.type","ad.surv","fecund"
"/home/mlammens/Projects/SnowyPlover/SampleSize_100_Unif/FLSNPL_NoCC_Ceiling/snpl100.mp",427,2.63,2.9,2.76,1.0562,"CE",1.22326473457087,1.0562,0.2075366,0.03182535,0.1484659779919,0.516978181389726,0.0486066946833643,0.282792438036545,5.73636363636364,1.74044032444959,0.270190274841438,3,"M-Juvenile",0,0,0,91,0.019,0.639,1,0.473,216.889,2.67754400914736,441.811,151.073400873388,0.0346861826697892,2.887,0.3498,136,349.5,471.5,566,627,0,0,0,0,FALSE,100,1250,0.0456233333333333,0.013185,0.06638,0.013185,0.0086475,0.0177225,0.0330966666666667,0.008445,0.04822,0.008445,0.0056475,0.0112425,TRUE,2886.45605,"ME.KCH",0.6547524,0.4014417
"/home/mlammens/Projects/SnowyPlover/SampleSize_100_Unif/FLSNPL_NoCC_Ceiling/snpl10.mp",523,3.05,3.69,3.35,1.0839,"CE",1.05013240022748,1.0839,0.1507804,0.08485799,0.122342975873158,0.424678372752158,0.116434040049538,0.270556206400848,3.72906403940887,1.36758011246987,0.155255617553914,3,"M-Juvenile",0,0,0,91,0,0.044,1,0.054,409.907,2.65938464267162,675.26,101.092601678432,0.29112810707457,2.957,0.203,456.8,639,715.5,746,755,0,0,0,0,FALSE,100,1250,0.0402266666666667,0.009125,0.059335,0.009125,0.0055675,0.0126825,0.0260233333333333,0.00697,0.03841,0.00697,0.00411,0.00983,TRUE,1681.39697,"HI.KCH",0.7288074,0.3550461
"/home/mlammens/Projects/SnowyPlover/SampleSize_100_Unif/FLSNPL_NoCC_Ceiling/snpl11.mp",548,3.19,3.65,3.4,1.0576,"CE",1.05094470303552,1.0576,0.1832829,0.1166298,0.153614992237818,0.552249216896003,0.160715621880127,0.356482419388065,6.3125,1.67323415091811,0.251842567059413,3,"M-Juvenile",0.01,0,0.01,91,0.105,0.929,1,0.97,144.348,2.2504994209383,326.708,139.090103144662,-0.403817518248175,2.71,0.6035,55.95,231.75,354.5,442,501,0,0,0,0,FALSE,100,1250,0.0356866666666667,0.00905,0.052205,0.00905,0.00585,0.01225,0.02373,0.00642,0.034675,0.00642,0.00413,0.00871,TRUE,2169.71997,"LO.KCH",0.7256905,0.3318844
"/home/mlammens/Projects/SnowyPlover/SampleSize_100_Unif/FLSNPL_NoCC_Ceiling/snpl12.mp",447,3.37,3.48,3.42,1.013,"CE",1.1351452313147,1.013,0.1466977,0.05370164,0.110462847428399,0.488121037281785,0.0753731770634496,0.281747107172617,5.05,1.72421021110945,0.26584226435834,3,"M-Juvenile",0.038,0,0.038,91,0.259,0.973,1,0.931,106.138,2.23382069802187,198.009,143.487900872153,-0.557026845637584,2.359,0.8299,4,74.75,175,303.25,457.05,0,0,0,0,FALSE,100,1250,0.04813,0.01478,0.06999,0.01478,0.009595,0.019965,0.0267533333333333,0.011155,0.03866,0.011155,0.0070475,0.0152625,TRUE,1740.09802,"LO.KCH",0.7124768,0.3005355
"/home/mlammens/Projects/SnowyPlover/SampleSize_100_Unif/FLSNPL_NoCC_Ceiling/snpl13.mp",467,2.59,3.79,3.1,1.198,"CE",1.17275876953197,1.198,0.189048,0.04935885,0.138158319288638,0.409325931250704,0.0670490516807277,0.238187491465716,1.38630136986301,1.06973138331308,0.0336910305729905,3,"M-Juvenile",0,0,0,91,0,0,1,0,412.7,0.900278012894073,494.017,17.3910079684347,0.0578522483940043,2.993,0.0834,455,495,500,503,504,0,0,0,0,FALSE,100,1250,0.0525466666666667,0.014175,0.07716,0.014175,0.0087475,0.0196025,0.0305133333333333,0.009945,0.04489,0.009945,0.0058525,0.0140375,TRUE,2464.4209,"LO.KCH",0.7361603,0.461852
"/home/mlammens/Projects/SnowyPlover/SampleSize_100_Unif/FLSNPL_NoCC_Ceiling/snpl14.mp",475,3.49,4.01,3.74,1.0519,"CE",1.0222754126431,1.0519,0.1484017,0.1181051,0.134111668412745,0.492560235045458,0.157343207469976,0.324951721257717,23.65625,1.84856133266027,0.297891192628035,3,"M-Juvenile",0.003,0,0.003,91,0.035,0.533,1,0.494,239.736,3.42385500380596,523.986,205.98213136688,0.103128421052632,2.935,0.3014,119.95,386,573,706,754,0,0,0,0,FALSE,100,1250,0.0549,0.011905,0.0802,0.011905,0.0081025,0.0157075,0.0290666666666667,0.006505,0.04212,0.006505,0.0047325,0.0082775,TRUE,1543.92603,"HI.KCH",0.7506209,0.3012864
"/home/mlammens/Projects/SnowyPlover/SampleSize_100_Unif/FLSNPL_NoCC_Ceiling/snpl15.mp",608,3.69,4.08,3.88,1.035,"CE",1.0972515142248,1.035,0.2016796,0.1130577,0.16348807997137,0.719500287365446,0.149798392118849,0.434649339742147,14.6744186046512,1.88895959274578,0.307709251101322,3,"M-Juvenile",0.045,0,0.045,91,0.251,0.928,1,0.984,116.073,2.55321847784235,282.189,199.017132674798,-0.535873355263158,2.509,0.7978,1,99.75,263.5,451,614.1,0,0,0,0,FALSE,100,1250,0.0535766666666667,0.0154,0.07828,0.0154,0.009785,0.021015,0.03537,0.011355,0.051455,0.011355,0.0072775,0.0154325,TRUE,1585.03503,"ME.KCH",0.7547324,0.2803051
"/home/mlammens/Projects/SnowyPlover/SampleSize_100_Unif/FLSNPL_NoCC_Ceiling/snpl16.mp",427,3.68,3.5,3.59,0.9811,"CE",1.22234628826659,0.9811,0.1848167,0.08261254,0.143146855299272,0.69357804018111,0.115595268645443,0.404586654413276,15.75,3.15953307392996,0.519176800748363,3,"M-Juvenile",0.516,0,0.516,88.5454545454545,0.901,1,1,0.999,15.207,0.9484269421862,32.04,81.2179336892583,-0.924964871194379,0.691,0.8475,0,0,0,25,156.05,0,0,0,0,FALSE,100,1250,0.0463466666666667,0.014815,0.06858,0.014815,0.0083475,0.0212825,0.02971,0.010685,0.044,0.010685,0.0059075,0.0154625,TRUE,2495.96802,"HI.KCH",0.7146706,0.2664685
"/home/mlammens/Projects/SnowyPlover/SampleSize_100_Unif/FLSNPL_NoCC_Ceiling/snpl17.mp",569,2.63,2.98,2.79,1.0717,"CE",1.05424478747696,1.0717,0.1731639,0.07476679,0.133371303416654,0.424987035438595,0.112561851832615,0.268774443635605,3.953125,1.38251545489359,0.160551090700344,3,"M-Juvenile",0,0,0,91,0.008,0.593,1,0.792,231.685,2.00761358017107,409.085,93.1895598716351,-0.281045694200352,2.691,0.4751,218.8,357.5,437,488.25,498,0,0,0,0,FALSE,100,1250,0.0502266666666667,0.0059,0.073995,0.0059,0.004295,0.007505,0.03271,0.003615,0.04813,0.003615,0.0027425,0.0044875,TRUE,2089.79907,"LO.KCH",0.6642285,0.4074569
"/home/mlammens/Projects/SnowyPlover/SampleSize_100_Unif/FLSNPL_NoCC_Ceiling/snpl18.mp",563,2.65,3.55,3.04,1.1547,"CE",1.06372071932699,1.1547,0.1994317,0.1369532,0.171068965559405,0.45722968356665,0.190610438805736,0.323920061186193,15.8,1.37916353618833,0.159368421052632,3,"M-Juvenile",0,0,0,91,0.001,0.298,1,0.418,295.039,2.86113116626109,571.454,92.8706996358424,0.0150159857904084,2.955,0.2074,379.7,556,618,625,630,0,0,0,0,FALSE,100,1250,0.04668,0.011435,0.068765,0.011435,0.0069725,0.0158975,0.0280266666666667,0.008195,0.04118,0.008195,0.0049575,0.0114325,TRUE,2204.7229,"ME.KCH",0.7184979,0.436174
